Census Region Code,Year,Age,Race,Deaths,Population,Crude Rate
CENS-R2,2015,45-54 years,White,1804,7843680,23
CENS-R2,2015,55-64 years,American Indian or Alaska Native,11,63286,Unreliable
CENS-R2,2015,55-64 years,Asian or Pacific Islander,14,194920,Unreliable
CENS-R2,2015,55-64 years,Black or African American,49,815151,6
CENS-R2,2015,55-64 years,White,1518,7962070,19.1
CENS-R2,2015,65-74 years,Black or African American,18,450057,Unreliable
CENS-R2,2015,65-74 years,White,753,5234745,14.4
CENS-R2,2015,75-84 years,Black or African American,14,213166,Unreliable
CENS-R2,2015,75-84 years,White,464,2756610,16.8
CENS-R2,2015,85+ years,White,199,1346057,14.8
CENS-R2,2016,5-14 years,Black or African American,12,1265208,Unreliable
CENS-R2,2016,5-14 years,White,82,6966525,1.2
CENS-R2,2016,15-24 years,American Indian or Alaska Native,43,114332,37.6
CENS-R2,2016,15-24 years,Asian or Pacific Islander,54,397815,13.6
CENS-R2,2016,15-24 years,Black or African American,157,1302659,12.1
CENS-R2,2016,15-24 years,White,1103,7460415,14.8
CENS-R2,2016,25-34 years,American Indian or Alaska Native,35,98456,35.5
CENS-R2,2016,25-34 years,Asian or Pacific Islander,44,441748,10
CENS-R2,2016,25-34 years,Black or African American,145,1135646,12.8
CENS-R2,2016,25-34 years,White,1435,7263216,19.8
CENS-R2,2016,35-44 years,American Indian or Alaska Native,31,83290,37.2
CENS-R2,2016,35-44 years,Asian or Pacific Islander,25,378864,6.6
CENS-R2,2016,35-44 years,Black or African American,104,936420,11.1
CENS-R2,2016,35-44 years,White,1423,6825125,20.8
CENS-R2,2016,45-54 years,American Indian or Alaska Native,11,78733,Unreliable
CENS-R2,2016,45-54 years,Asian or Pacific Islander,20,283307,7.1
CENS-R2,2016,45-54 years,Black or African American,65,910556,7.1
CENS-R2,2016,45-54 years,White,1762,7660752,23
CENS-R2,2016,55-64 years,American Indian or Alaska Native,10,65348,Unreliable
CENS-R2,2016,55-64 years,Asian or Pacific Islander,18,198407,Unreliable
CENS-R2,2016,55-64 years,Black or African American,45,825251,5.5
CENS-R2,2016,55-64 years,White,1604,8030738,20
CENS-R2,2016,65-74 years,Black or African American,20,469600,4.3
CENS-R2,2016,65-74 years,White,765,5426878,14.1
CENS-R2,2016,75-84 years,Black or African American,12,217437,Unreliable
CENS-R2,2016,75-84 years,White,480,2787618,17.2
CENS-R2,2016,85+ years,White,244,1349023,18.1
CENS-R2,2017,5-14 years,Black or African American,14,1272211,Unreliable
CENS-R2,2017,5-14 years,White,111,6926153,1.6
CENS-R2,2017,15-24 years,American Indian or Alaska Native,38,114154,33.3
CENS-R2,2017,15-24 years,Asian or Pacific Islander,51,411530,12.4
CENS-R2,2017,15-24 years,Black or African American,163,1283529,12.7
CENS-R2,2017,15-24 years,White,1231,7389529,16.7
CENS-R2,2017,25-34 years,American Indian or Alaska Native,41,100738,40.7
CENS-R2,2017,25-34 years,Asian or Pacific Islander,40,464096,8.6
CENS-R2,2017,25-34 years,Black or African American,158,1178496,13.4
CENS-R2,2017,25-34 years,White,1540,7266612,21.2
CENS-R2,2017,35-44 years,American Indian or Alaska Native,19,84055,Unreliable
CENS-R2,2017,35-44 years,Asian or Pacific Islander,22,392774,5.6
CENS-R2,2017,35-44 years,Black or African American,94,938143,10
CENS-R2,2017,35-44 years,White,1532,6850867,22.4
CENS-R2,2017,45-54 years,American Indian or Alaska Native,17,78193,Unreliable
CENS-R2,2017,45-54 years,Asian or Pacific Islander,25,298081,8.4
CENS-R2,2017,45-54 years,Black or African American,82,906581,9
CENS-R2,2017,45-54 years,White,1710,7473647,22.9
CENS-R2,2017,55-64 years,Asian or Pacific Islander,14,207016,Unreliable
CENS-R2,2017,55-64 years,Black or African American,43,835410,5.1
CENS-R2,2017,55-64 years,White,1645,8073717,20.4
CENS-R2,2017,65-74 years,Black or African American,18,490840,Unreliable
CENS-R2,2017,65-74 years,White,851,5635123,15.1
CENS-R2,2017,75-84 years,Black or African American,15,224816,Unreliable
CENS-R2,2017,75-84 years,White,510,2861241,17.8
CENS-R2,2017,85+ years,White,240,1357389,17.7
CENS-R2,2018,5-14 years,Black or African American,22,1282707,1.7
CENS-R2,2018,5-14 years,White,117,6882069,1.7
CENS-R2,2018,15-24 years,American Indian or Alaska Native,33,113872,29
CENS-R2,2018,15-24 years,Asian or Pacific Islander,46,423401,10.9
CENS-R2,2018,15-24 years,Black or African American,175,1260236,13.9
CENS-R2,2018,15-24 years,White,1208,7319139,16.5
CENS-R2,2018,25-34 years,American Indian or Alaska Native,32,102728,31.2
CENS-R2,2018,25-34 years,Asian or Pacific Islander,50,488440,10.2
CENS-R2,2018,25-34 years,Black or African American,179,1218410,14.7
CENS-R2,2018,25-34 years,White,1583,7268596,21.8
CENS-R2,2018,35-44 years,American Indian or Alaska Native,14,84929,Unreliable
CENS-R2,2018,35-44 years,Asian or Pacific Islander,28,409149,6.8
CENS-R2,2018,35-44 years,Black or African American,125,944559,13.2
CENS-R2,2018,35-44 years,White,1501,6907070,21.7
CENS-R2,2018,45-54 years,American Indian or Alaska Native,10,77699,Unreliable
CENS-R2,2018,45-54 years,Asian or Pacific Islander,23,308893,7.4
CENS-R2,2018,45-54 years,Black or African American,70,898951,7.8
CENS-R2,2018,45-54 years,White,1650,7254129,22.7
CENS-R2,2018,55-64 years,Asian or Pacific Islander,13,215593,Unreliable
CENS-R2,2018,55-64 years,Black or African American,58,842161,6.9
CENS-R2,2018,55-64 years,White,1769,8077228,21.9
CENS-R2,2018,65-74 years,Asian or Pacific Islander,10,141826,Unreliable
CENS-R2,2018,65-74 years,Black or African American,16,507717,Unreliable
CENS-R2,2018,65-74 years,White,909,5785981,15.7
CENS-R2,2018,75-84 years,Black or African American,11,232265,Unreliable
CENS-R2,2018,75-84 years,White,518,2977875,17.4
CENS-R2,2018,85+ years,White,227,1358357,16.7
CENS-R2,2019,5-14 years,Black or African American,14,1287416,Unreliable
CENS-R2,2019,5-14 years,White,118,6835394,1.7
CENS-R2,2019,15-24 years,American Indian or Alaska Native,34,114086,29.8
CENS-R2,2019,15-24 years,Asian or Pacific Islander,42,418035,10
CENS-R2,2019,15-24 years,Black or African American,163,1245389,13.1
CENS-R2,2019,15-24 years,White,1103,7262197,15.2
CENS-R2,2019,25-34 years,American Indian or Alaska Native,38,104357,36.4
CENS-R2,2019,25-34 years,Asian or Pacific Islander,45,485247,9.3
CENS-R2,2019,25-34 years,Black or African American,202,1252794,16.1
CENS-R2,2019,25-34 years,White,1475,7268147,20.3
CENS-R2,2019,35-44 years,American Indian or Alaska Native,18,85728,Unreliable
CENS-R2,2019,35-44 years,Asian or Pacific Islander,41,418665,9.8
CENS-R2,2019,35-44 years,Black or African American,98,953249,10.3
CENS-R2,2019,35-44 years,White,1502,6952646,21.6
CENS-R2,2019,45-54 years,American Indian or Alaska Native,15,76948,Unreliable
CENS-R2,2019,45-54 years,Asian or Pacific Islander,25,317609,7.9
CENS-R2,2019,45-54 years,Black or African American,81,887985,9.1
CENS-R2,2019,45-54 years,White,1595,7044392,22.6
CENS-R2,2019,55-64 years,Asian or Pacific Islander,19,222029,Unreliable
CENS-R2,2019,55-64 years,Black or African American,48,845003,5.7
CENS-R2,2019,55-64 years,White,1680,8051848,20.9
CENS-R2,2019,65-74 years,Asian or Pacific Islander,16,147957,Unreliable
CENS-R2,2019,65-74 years,Black or African American,28,529829,5.3
CENS-R2,2019,65-74 years,White,932,5976607,15.6
CENS-R2,2019,75-84 years,Black or African American,14,239916,Unreliable
CENS-R2,2019,75-84 years,White,550,3056959,18
CENS-R2,2019,85+ years,White,251,1356427,18.5
CENS-R2,2020,5-14 years,Black or African American,25,1304929,1.9
CENS-R2,2020,5-14 years,White,101,6770081,1.5
CENS-R2,2020,15-24 years,American Indian or Alaska Native,43,114593,37.5
CENS-R2,2020,15-24 years,Asian or Pacific Islander,61,414757,14.7
CENS-R2,2020,15-24 years,Black or African American,191,1236841,15.4
CENS-R2,2020,15-24 years,White,1095,7211977,15.2
CENS-R2,2020,25-34 years,American Indian or Alaska Native,50,105517,47.4
CENS-R2,2020,25-34 years,Asian or Pacific Islander,46,481017,9.6
CENS-R2,2020,25-34 years,Black or African American,198,1272482,15.6
CENS-R2,2020,25-34 years,White,1543,7248134,21.3
CENS-R2,2020,35-44 years,American Indian or Alaska Native,27,86808,31.1
CENS-R2,2020,35-44 years,Asian or Pacific Islander,27,426766,6.3
CENS-R2,2020,35-44 years,Black or African American,130,964922,13.5
CENS-R2,2020,35-44 years,White,1450,7004902,20.7
CENS-R2,2020,45-54 years,American Indian or Alaska Native,12,76435,Unreliable
CENS-R2,2020,45-54 years,Asian or Pacific Islander,25,326921,7.6
CENS-R2,2020,45-54 years,Black or African American,93,878403,10.6
CENS-R2,2020,45-54 years,White,1477,6887040,21.4
CENS-R2,2020,55-64 years,American Indian or Alaska Native,10,70524,Unreliable
CENS-R2,2020,55-64 years,Black or African American,57,842826,6.8
CENS-R2,2020,55-64 years,White,1406,7966766,17.6
CENS-R2,2020,65-74 years,Black or African American,36,552494,6.5
CENS-R2,2020,65-74 years,White,868,6187939,14
CENS-R2,2020,75-84 years,Black or African American,10,245721,Unreliable
CENS-R2,2020,75-84 years,White,599,3110767,19.3
CENS-R2,2020,85+ years,White,283,1347739,21
CENS-R3,1999,5-14 years,Black or African American,10,3540146,Unreliable
CENS-R3,1999,5-14 years,White,79,10361307,0.8
CENS-R3,1999,15-24 years,American Indian or Alaska Native,10,138894,Unreliable
CENS-R3,1999,15-24 years,Asian or Pacific Islander,16,337347,Unreliable
CENS-R3,1999,15-24 years,Black or African American,236,3194846,7.4
CENS-R3,1999,15-24 years,White,1181,10248540,11.5
CENS-R3,1999,25-34 years,American Indian or Alaska Native,16,119106,Unreliable
CENS-R3,1999,25-34 years,Asian or Pacific Islander,28,414007,6.8
CENS-R3,1999,25-34 years,Black or African American,235,2902691,8.1
CENS-R3,1999,25-34 years,White,1700,10929545,15.6
CENS-R3,1999,35-44 years,Asian or Pacific Islander,23,358384,6.4
CENS-R3,1999,35-44 years,Black or African American,237,3062666,7.7
CENS-R3,1999,35-44 years,White,2217,12311740,18
CENS-R3,1999,45-54 years,Asian or Pacific Islander,12,261414,Unreliable
CENS-R3,1999,45-54 years,Black or African American,115,2187933,5.3
CENS-R3,1999,45-54 years,White,1795,10348193,17.3
CENS-R3,1999,55-64 years,Asian or Pacific Islander,13,136007,Unreliable
CENS-R3,1999,55-64 years,Black or African American,53,1231936,4.3
CENS-R3,1999,55-64 years,White,1048,7214670,14.5
CENS-R3,1999,65-74 years,Black or African American,46,863517,5.3
CENS-R3,1999,65-74 years,White,977,5745143,17
CENS-R3,1999,75-84 years,Black or African American,26,491390,5.3
CENS-R3,1999,75-84 years,White,803,3720509,21.6
CENS-R3,1999,85+ years,Black or African American,11,181866,Unreliable
CENS-R3,1999,85+ years,White,257,1211920,21.2
CENS-R3,2000,5-14 years,Black or African American,26,3564724,0.7
CENS-R3,2000,5-14 years,White,98,10426200,0.9
CENS-R3,2000,15-24 years,Asian or Pacific Islander,23,351340,6.5
CENS-R3,2000,15-24 years,Black or African American,265,3229090,8.2
CENS-R3,2000,15-24 years,White,1203,10369393,11.6
CENS-R3,2000,25-34 years,American Indian or Alaska Native,17,126162,Unreliable
CENS-R3,2000,25-34 years,Asian or Pacific Islander,26,440206,5.9
CENS-R3,2000,25-34 years,Black or African American,261,2891107,9
CENS-R3,2000,25-34 years,White,1567,10861868,14.4
CENS-R3,2000,35-44 years,American Indian or Alaska Native,10,134313,Unreliable
CENS-R3,2000,35-44 years,Asian or Pacific Islander,18,376328,Unreliable
CENS-R3,2000,35-44 years,Black or African American,224,3091951,7.2
CENS-R3,2000,35-44 years,White,2290,12344709,18.6
CENS-R3,2000,45-54 years,American Indian or Alaska Native,11,104684,Unreliable
CENS-R3,2000,45-54 years,Asian or Pacific Islander,12,280517,Unreliable
CENS-R3,2000,45-54 years,Black or African American,139,2289996,6.1
CENS-R3,2000,45-54 years,White,1939,10620534,18.3
CENS-R3,2000,55-64 years,Black or African American,52,1267184,4.1
CENS-R3,2000,55-64 years,White,1129,7368655,15.3
CENS-R3,2000,65-74 years,Black or African American,46,867056,5.3
CENS-R3,2000,65-74 years,White,877,5738223,15.3
CENS-R3,2000,75-84 years,Black or African American,26,493929,5.3
CENS-R3,2000,75-84 years,White,801,3759068,21.3
CENS-R3,2000,85+ years,White,325,1235312,26.3
CENS-R3,2001,5-14 years,Black or African American,19,3589771,Unreliable
CENS-R3,2001,5-14 years,White,66,10440549,0.6
CENS-R3,2001,15-24 years,American Indian or Alaska Native,13,157211,Unreliable
CENS-R3,2001,15-24 years,Asian or Pacific Islander,24,373268,6.4
CENS-R3,2001,15-24 years,Black or African American,244,3337885,7.3
CENS-R3,2001,15-24 years,White,1232,10629305,11.6
CENS-R3,2001,25-34 years,Asian or Pacific Islander,32,473106,6.8
CENS-R3,2001,25-34 years,Black or African American,262,2863297,9.2
CENS-R3,2001,25-34 years,White,1696,10739122,15.8
CENS-R3,2001,35-44 years,American Indian or Alaska Native,11,137596,Unreliable
CENS-R3,2001,35-44 years,Asian or Pacific Islander,14,399797,Unreliable
CENS-R3,2001,35-44 years,Black or African American,218,3125309,7
CENS-R3,2001,35-44 years,White,2368,12321546,19.2
CENS-R3,2001,45-54 years,Asian or Pacific Islander,19,306650,Unreliable
CENS-R3,2001,45-54 years,Black or African American,150,2447480,6.1
CENS-R3,2001,45-54 years,White,2131,11067158,19.3
CENS-R3,2001,55-64 years,Asian or Pacific Islander,14,164525,Unreliable
CENS-R3,2001,55-64 years,Black or African American,63,1321344,4.8
CENS-R3,2001,55-64 years,White,1254,7620086,16.5
CENS-R3,2001,65-74 years,Black or African American,54,883991,6.1
CENS-R3,2001,65-74 years,White,957,5757048,16.6
CENS-R3,2001,75-84 years,Black or African American,22,506207,4.3
CENS-R3,2001,75-84 years,White,835,3831588,21.8
CENS-R3,2001,85+ years,White,292,1250142,23.4
CENS-R3,2002,5-14 years,Black or African American,21,3602525,0.6
CENS-R3,2002,5-14 years,White,78,10454404,0.7
CENS-R3,2002,15-24 years,American Indian or Alaska Native,15,164526,Unreliable
CENS-R3,2002,15-24 years,Asian or Pacific Islander,13,390385,Unreliable
CENS-R3,2002,15-24 years,Black or African American,200,3412028,5.9
CENS-R3,2002,15-24 years,White,1228,10783234,11.4
CENS-R3,2002,25-34 years,American Indian or Alaska Native,18,135387,Unreliable
CENS-R3,2002,25-34 years,Asian or Pacific Islander,31,501892,6.2
CENS-R3,2002,25-34 years,Black or African American,253,2869392,8.8
CENS-R3,2002,25-34 years,White,1628,10706740,15.2
CENS-R3,2002,35-44 years,Asian or Pacific Islander,20,419327,4.8
CENS-R3,2002,35-44 years,Black or African American,222,3120351,7.1
CENS-R3,2002,35-44 years,White,2443,12217536,20
CENS-R3,2002,45-54 years,American Indian or Alaska Native,13,116498,Unreliable
CENS-R3,2002,45-54 years,Asian or Pacific Islander,15,325212,Unreliable
CENS-R3,2002,45-54 years,Black or African American,133,2557207,5.2
CENS-R3,2002,45-54 years,White,2202,11182130,19.7
CENS-R3,2002,55-64 years,Asian or Pacific Islander,15,180637,Unreliable
CENS-R3,2002,55-64 years,Black or African American,71,1402062,5.1
CENS-R3,2002,55-64 years,White,1330,8115461,16.4
CENS-R3,2002,65-74 years,Black or African American,52,896927,5.8
CENS-R3,2002,65-74 years,White,964,5773128,16.7
CENS-R3,2002,75-84 years,Black or African American,27,513325,5.3
CENS-R3,2002,75-84 years,White,878,3891415,22.6
CENS-R3,2002,85+ years,Black or African American,11,176468,Unreliable
CENS-R3,2002,85+ years,White,264,1261673,20.9
CENS-R3,2003,5-14 years,Black or African American,24,3611411,0.7
CENS-R3,2003,5-14 years,White,63,10467086,0.6
CENS-R3,2003,15-24 years,American Indian or Alaska Native,10,171207,Unreliable
CENS-R3,2003,15-24 years,Asian or Pacific Islander,27,407142,6.6
CENS-R3,2003,15-24 years,Black or African American,243,3475193,7
CENS-R3,2003,15-24 years,White,1240,10893007,11.4
CENS-R3,2003,25-34 years,American Indian or Alaska Native,16,140393,Unreliable
CENS-R3,2003,25-34 years,Asian or Pacific Islander,29,525409,5.5
CENS-R3,2003,25-34 years,Black or African American,276,2876781,9.6
CENS-R3,2003,25-34 years,White,1630,10681152,15.3
CENS-R3,2003,35-44 years,American Indian or Alaska Native,14,142700,Unreliable
CENS-R3,2003,35-44 years,Asian or Pacific Islander,28,440748,6.4
CENS-R3,2003,35-44 years,Black or African American,221,3111861,7.1
CENS-R3,2003,35-44 years,White,2274,12094634,18.8
CENS-R3,2003,45-54 years,Asian or Pacific Islander,22,343375,6.4
CENS-R3,2003,45-54 years,Black or African American,137,2657526,5.2
CENS-R3,2003,45-54 years,White,2341,11374827,20.6
CENS-R3,2003,55-64 years,Asian or Pacific Islander,22,197839,11.1
CENS-R3,2003,55-64 years,Black or African American,58,1489225,3.9
CENS-R3,2003,55-64 years,White,1418,8503475,16.7
CENS-R3,2003,65-74 years,Asian or Pacific Islander,14,98596,Unreliable
CENS-R3,2003,65-74 years,Black or African American,46,914265,5
CENS-R3,2003,65-74 years,White,957,5825653,16.4
CENS-R3,2003,75-84 years,Black or African American,22,521082,4.2
CENS-R3,2003,75-84 years,White,797,3942271,20.2
CENS-R3,2003,85+ years,White,273,1284436,21.3
CENS-R3,2004,5-14 years,Black or African American,23,3607775,0.6
CENS-R3,2004,5-14 years,White,67,10481409,0.6
CENS-R3,2004,15-24 years,American Indian or Alaska Native,16,178228,Unreliable
CENS-R3,2004,15-24 years,Asian or Pacific Islander,20,424476,4.7
CENS-R3,2004,15-24 years,Black or African American,235,3557287,6.6
CENS-R3,2004,15-24 years,White,1310,11054112,11.9
CENS-R3,2004,25-34 years,American Indian or Alaska Native,10,146835,Unreliable
CENS-R3,2004,25-34 years,Asian or Pacific Islander,28,550590,5.1
CENS-R3,2004,25-34 years,Black or African American,267,2923153,9.1
CENS-R3,2004,25-34 years,White,1634,10708800,15.3
CENS-R3,2004,35-44 years,American Indian or Alaska Native,16,146072,Unreliable
CENS-R3,2004,35-44 years,Asian or Pacific Islander,29,466702,6.2
CENS-R3,2004,35-44 years,Black or African American,186,3106043,6
CENS-R3,2004,35-44 years,White,2358,12036377,19.6
CENS-R3,2004,45-54 years,American Indian or Alaska Native,13,127071,Unreliable
CENS-R3,2004,45-54 years,Asian or Pacific Islander,29,360962,8
CENS-R3,2004,45-54 years,Black or African American,144,2752639,5.2
CENS-R3,2004,45-54 years,White,2417,11584507,20.9
CENS-R3,2004,55-64 years,Asian or Pacific Islander,16,216252,Unreliable
CENS-R3,2004,55-64 years,Black or African American,94,1590590,5.9
CENS-R3,2004,55-64 years,White,1491,8880053,16.8
CENS-R3,2004,65-74 years,Black or African American,46,932674,4.9
CENS-R3,2004,65-74 years,White,892,5898447,15.1
CENS-R3,2004,75-84 years,Black or African American,42,526587,8
CENS-R3,2004,75-84 years,White,836,3985649,21
CENS-R3,2004,85+ years,White,275,1306502,21
CENS-R3,2005,5-14 years,Black or African American,23,3596364,0.6
CENS-R3,2005,5-14 years,White,75,10501741,0.7
CENS-R3,2005,15-24 years,American Indian or Alaska Native,20,185107,10.8
CENS-R3,2005,15-24 years,Asian or Pacific Islander,24,440184,5.5
CENS-R3,2005,15-24 years,Black or African American,258,3632695,7.1
CENS-R3,2005,15-24 years,White,1253,11171780,11.2
CENS-R3,2005,25-34 years,American Indian or Alaska Native,22,153512,14.3
CENS-R3,2005,25-34 years,Asian or Pacific Islander,34,573495,5.9
CENS-R3,2005,25-34 years,Black or African American,268,2966265,9
CENS-R3,2005,25-34 years,White,1643,10738820,15.3
CENS-R3,2005,35-44 years,American Indian or Alaska Native,20,149308,13.4
CENS-R3,2005,35-44 years,Asian or Pacific Islander,19,496243,Unreliable
CENS-R3,2005,35-44 years,Black or African American,235,3107317,7.6
CENS-R3,2005,35-44 years,White,2247,12005318,18.7
CENS-R3,2005,45-54 years,American Indian or Alaska Native,16,133096,Unreliable
CENS-R3,2005,45-54 years,Asian or Pacific Islander,19,380018,Unreliable
CENS-R3,2005,45-54 years,Black or African American,158,2847826,5.5
CENS-R3,2005,45-54 years,White,2494,11839715,21.1
CENS-R3,2005,55-64 years,Asian or Pacific Islander,11,236957,Unreliable
CENS-R3,2005,55-64 years,Black or African American,86,1702162,5.1
CENS-R3,2005,55-64 years,White,1572,9253617,17
CENS-R3,2005,65-74 years,Asian or Pacific Islander,10,116721,Unreliable
CENS-R3,2005,65-74 years,Black or African American,43,958297,4.5
CENS-R3,2005,65-74 years,White,936,5998491,15.6
CENS-R3,2005,75-84 years,Black or African American,23,534278,4.3
CENS-R3,2005,75-84 years,White,792,4026286,19.7
CENS-R3,2005,85+ years,White,308,1350236,22.8
CENS-R3,2006,5-14 years,Black or African American,16,3599161,Unreliable
CENS-R3,2006,5-14 years,White,54,10593955,0.5
CENS-R3,2006,15-24 years,American Indian or Alaska Native,16,191582,Unreliable
CENS-R3,2006,15-24 years,Asian or Pacific Islander,27,457022,5.9
CENS-R3,2006,15-24 years,Black or African American,231,3701560,6.2
CENS-R3,2006,15-24 years,White,1255,11258361,11.1
CENS-R3,2006,25-34 years,Asian or Pacific Islander,32,596696,5.4
CENS-R3,2006,25-34 years,Black or African American,246,3009365,8.2
CENS-R3,2006,25-34 years,White,1658,10789915,15.4
CENS-R3,2006,35-44 years,American Indian or Alaska Native,22,154490,14.2
CENS-R3,2006,35-44 years,Asian or Pacific Islander,35,527775,6.6
CENS-R3,2006,35-44 years,Black or African American,203,3122428,6.5
CENS-R3,2006,35-44 years,White,2298,11981806,19.2
CENS-R3,2006,45-54 years,American Indian or Alaska Native,17,139165,Unreliable
CENS-R3,2006,45-54 years,Asian or Pacific Islander,26,400517,6.5
CENS-R3,2006,45-54 years,Black or African American,145,2930351,4.9
CENS-R3,2006,45-54 years,White,2605,12077128,21.6
CENS-R3,2006,55-64 years,Asian or Pacific Islander,13,256208,Unreliable
CENS-R3,2006,55-64 years,Black or African American,81,1815486,4.5
CENS-R3,2006,55-64 years,White,1718,9596532,17.9
CENS-R3,2006,65-74 years,Asian or Pacific Islander,21,126904,16.5
CENS-R3,2006,65-74 years,Black or African American,48,989288,4.9
CENS-R3,2006,65-74 years,White,946,6131947,15.4
CENS-R3,2006,75-84 years,Black or African American,19,539184,Unreliable
CENS-R3,2006,75-84 years,White,787,4050644,19.4
CENS-R3,2006,85+ years,Black or African American,12,184620,Unreliable
CENS-R3,2006,85+ years,White,301,1402041,21.5
CENS-R3,2007,5-14 years,Black or African American,20,3602362,0.6
CENS-R3,2007,5-14 years,White,41,10689778,0.4
CENS-R3,2007,15-24 years,American Indian or Alaska Native,21,197262,10.6
CENS-R3,2007,15-24 years,Asian or Pacific Islander,32,473949,6.8
CENS-R3,2007,15-24 years,Black or African American,205,3761122,5.5
CENS-R3,2007,15-24 years,White,1250,11352123,11
CENS-R3,2007,25-34 years,American Indian or Alaska Native,20,168652,11.9
CENS-R3,2007,25-34 years,Asian or Pacific Islander,37,614725,6
CENS-R3,2007,25-34 years,Black or African American,257,3063583,8.4
CENS-R3,2007,25-34 years,White,1778,10868016,16.4
CENS-R3,2007,35-44 years,American Indian or Alaska Native,15,159389,Unreliable
CENS-R3,2007,35-44 years,Asian or Pacific Islander,54,560929,9.6
CENS-R3,2007,35-44 years,Black or African American,226,3132556,7.2
CENS-R3,2007,35-44 years,White,2353,11910018,19.8
CENS-R3,2007,45-54 years,Asian or Pacific Islander,28,421140,6.6
CENS-R3,2007,45-54 years,Black or African American,170,3014115,5.6
CENS-R3,2007,45-54 years,White,2729,12282743,22.2
CENS-R3,2007,55-64 years,Asian or Pacific Islander,24,275577,8.7
CENS-R3,2007,55-64 years,Black or African American,85,1926981,4.4
CENS-R3,2007,55-64 years,White,1825,9908573,18.4
CENS-R3,2007,65-74 years,Black or African American,39,1020043,3.8
CENS-R3,2007,65-74 years,White,988,6299167,15.7
CENS-R3,2007,75-84 years,Black or African American,27,545652,4.9
CENS-R3,2007,75-84 years,White,791,4061697,19.5
CENS-R3,2007,85+ years,White,313,1452935,21.5
CENS-R3,2008,5-14 years,Black or African American,13,3597864,Unreliable
CENS-R3,2008,5-14 years,White,56,10790243,0.5
CENS-R3,2008,15-24 years,American Indian or Alaska Native,19,202160,Unreliable
CENS-R3,2008,15-24 years,Asian or Pacific Islander,30,491293,6.1
CENS-R3,2008,15-24 years,Black or African American,270,3812778,7.1
CENS-R3,2008,15-24 years,White,1306,11410072,11.4
CENS-R3,2008,25-34 years,American Indian or Alaska Native,15,177687,Unreliable
CENS-R3,2008,25-34 years,Asian or Pacific Islander,50,628530,8
CENS-R3,2008,25-34 years,Black or African American,278,3122334,8.9
CENS-R3,2008,25-34 years,White,1792,10985665,16.3
CENS-R3,2008,35-44 years,American Indian or Alaska Native,14,164324,Unreliable
CENS-R3,2008,35-44 years,Asian or Pacific Islander,37,590954,6.3
CENS-R3,2008,35-44 years,Black or African American,202,3127421,6.5
CENS-R3,2008,35-44 years,White,2316,11767795,19.7
CENS-R3,2008,45-54 years,American Indian or Alaska Native,12,151101,Unreliable
CENS-R3,2008,45-54 years,Asian or Pacific Islander,23,443506,5.2
CENS-R3,2008,45-54 years,Black or African American,174,3089831,5.6
CENS-R3,2008,45-54 years,White,2925,12445214,23.5
CENS-R3,2008,55-64 years,Asian or Pacific Islander,18,294908,Unreliable
CENS-R3,2008,55-64 years,Black or African American,90,2035800,4.4
CENS-R3,2008,55-64 years,White,2026,10155834,19.9
CENS-R3,2008,65-74 years,Asian or Pacific Islander,17,148072,Unreliable
CENS-R3,2008,65-74 years,Black or African American,52,1059581,4.9
CENS-R3,2008,65-74 years,White,1054,6565323,16.1
CENS-R3,2008,75-84 years,Black or African American,28,555938,5
CENS-R3,2008,75-84 years,White,837,4080635,20.5
CENS-R3,2008,85+ years,White,313,1498764,20.9
CENS-R3,2009,5-14 years,Black or African American,19,3609965,Unreliable
CENS-R3,2009,5-14 years,White,75,10910790,0.7
CENS-R3,2009,15-24 years,American Indian or Alaska Native,22,207235,10.6
CENS-R3,2009,15-24 years,Asian or Pacific Islander,33,510408,6.5
CENS-R3,2009,15-24 years,Black or African American,247,3849946,6.4
CENS-R3,2009,15-24 years,White,1360,11467378,11.9
CENS-R3,2009,25-34 years,American Indian or Alaska Native,12,186598,Unreliable
CENS-R3,2009,25-34 years,Asian or Pacific Islander,49,640633,7.6
CENS-R3,2009,25-34 years,Black or African American,269,3188074,8.4
CENS-R3,2009,25-34 years,White,1848,11117323,16.6
CENS-R3,2009,35-44 years,American Indian or Alaska Native,15,168498,Unreliable
CENS-R3,2009,35-44 years,Asian or Pacific Islander,45,618158,7.3
CENS-R3,2009,35-44 years,Black or African American,214,3101745,6.9
CENS-R3,2009,35-44 years,White,2395,11585387,20.7
CENS-R3,2009,45-54 years,American Indian or Alaska Native,14,157205,Unreliable
CENS-R3,2009,45-54 years,Asian or Pacific Islander,33,466195,7.1
CENS-R3,2009,45-54 years,Black or African American,207,3153132,6.6
CENS-R3,2009,45-54 years,White,3058,12575619,24.3
CENS-R3,2009,55-64 years,American Indian or Alaska Native,10,103443,Unreliable
CENS-R3,2009,55-64 years,Asian or Pacific Islander,24,315245,7.6
CENS-R3,2009,55-64 years,Black or African American,108,2157512,5
CENS-R3,2009,55-64 years,White,2103,10444993,20.1
CENS-R3,2009,65-74 years,Black or African American,55,1097210,5
CENS-R3,2009,65-74 years,White,1151,6806680,16.9
CENS-R3,2009,75-84 years,Black or African American,29,562183,5.2
CENS-R3,2009,75-84 years,White,797,4080528,19.5
CENS-R3,2009,85+ years,White,322,1551901,20.7
CENS-R3,2010,5-14 years,Black or African American,22,3631944,0.6
